  Protons  Neutrons  Experimental Binding Energy  Experimental Error  Theoretical Binding Energy  Theoretical Error 
      91       149          -0.180838E+04               0.240000E+00                  -0.181188E+04                       0.403840E-06
      91       150          -0.181351E+04               0.241000E+00                  -0.181713E+04                       0.430892E-06
      92       123          -0.163767E+04               0.885800E-01                  -0.163571E+04                       0.287365E-06
      92       124          -0.164760E+04               0.280800E-01                  -0.164479E+04                       0.273131E-06
      92       125          -0.165582E+04               0.100000E-05                  -0.165332E+04                       0.257126E-06
      92       126          -0.166491E+04               0.137340E-01                  -0.166207E+04                       0.242995E-06
      92       127          -0.167159E+04               0.508080E-01                  -0.167028E+04                       0.226924E-06
      92       128          -0.168004E+04               0.100000E-05                  -0.167872E+04                       0.213318E-06
      92       129          -0.168650E+04               0.510510E-01                  -0.168661E+04                       0.197664E-06
      92       130          -0.169482E+04               0.519480E-01                  -0.169474E+04                       0.185314E-06
      92       131          -0.170133E+04               0.711370E-01                  -0.170234E+04                       0.170952E-06
      92       132          -0.170951E+04               0.230720E-01                  -0.171017E+04                       0.161094E-06
      92       133          -0.171593E+04               0.108000E-01                  -0.171747E+04                       0.149545E-06
      92       134          -0.172405E+04               0.131080E-01                  -0.172500E+04                       0.144069E-06
      92       135          -0.173040E+04               0.976100E-02                  -0.173202E+04                       0.137552E-06
      92       136          -0.173830E+04               0.143640E-01                  -0.173927E+04                       0.138558E-06
      92       137          -0.174438E+04               0.595400E-02                  -0.174600E+04                       0.139099E-06
      92       138          -0.175205E+04               0.460000E-02                  -0.175298E+04                       0.147454E-06
      92       139          -0.175793E+04               0.277200E-02                  -0.175944E+04                       0.155308E-06
      92       140          -0.176520E+04               0.185600E-02                  -0.176614E+04                       0.169912E-06
      92       141          -0.177096E+04               0.233000E-02                  -0.177234E+04                       0.183648E-06
      92       142          -0.177780E+04               0.117000E-02                  -0.177878E+04                       0.202677E-06
      92       143          -0.178310E+04               0.117500E-02                  -0.178472E+04                       0.220611E-06
      92       144          -0.178965E+04               0.118000E-02                  -0.179091E+04                       0.242644E-06
      92       145          -0.179477E+04               0.118500E-02                  -0.179659E+04                       0.263564E-06
      92       146          -0.180093E+04               0.142800E-02                  -0.180253E+04                       0.287729E-06
      92       147          -0.180573E+04               0.143400E-02                  -0.180797E+04                       0.310876E-06
      92       148          -0.181166E+04               0.264000E-02                  -0.181366E+04                       0.336666E-06
      92       149          -0.181614E+04               0.241000E+00                  -0.181886E+04                       0.361578E-06
      92       150          -0.182198E+04               0.242000E+00                  -0.182432E+04                       0.388698E-06
      92       151          -0.182611E+04               0.243000E+00                  -0.182929E+04                       0.415085E-06
      93       126          -0.166462E+04               0.882570E-01                  -0.166312E+04                       0.267566E-06
      93       127          -0.167188E+04               0.220000E+00                  -0.167156E+04                       0.253031E-06
      93       128          -0.168036E+04               0.221000E+00                  -0.168023E+04                       0.236855E-06
      93       129          -0.168730E+04               0.222000E+00                  -0.168836E+04                       0.222544E-06
      93       130          -0.169580E+04               0.223000E+00                  -0.169672E+04                       0.206785E-06
      93       131          -0.170251E+04               0.224000E+00                  -0.170455E+04                       0.193298E-06
      93       132          -0.171092E+04               0.715500E-01                  -0.171261E+04                       0.178720E-06
      93       133          -0.171772E+04               0.100000E-05                  -0.172014E+04                       0.167100E-06
      93       134          -0.172608E+04               0.724130E-01                  -0.172790E+04                       0.155042E-06
      93       135          -0.173312E+04               0.506160E-01                  -0.173514E+04                       0.147002E-06
      93       136          -0.174101E+04               0.867910E-01                  -0.174261E+04                       0.139545E-06
      93       137          -0.174762E+04               0.512900E-01                  -0.174957E+04                       0.137321E-06
      93       138          -0.175531E+04               0.505890E-01                  -0.175677E+04                       0.136702E-06
      93       139          -0.176172E+04               0.100000E-05                  -0.176345E+04                       0.141833E-06
      93       140          -0.176913E+04               0.510270E-01                  -0.177037E+04                       0.148806E-06
      93       141          -0.177519E+04               0.842400E-02                  -0.177679E+04                       0.160806E-06
      93       142          -0.178217E+04               0.141000E-02                  -0.178345E+04                       0.174123E-06
      93       143          -0.178791E+04               0.505040E-01                  -0.178960E+04                       0.191229E-06
      93       144          -0.179449E+04               0.118500E-02                  -0.179600E+04                       0.209062E-06
      93       145          -0.179998E+04               0.119000E-02                  -0.180190E+04                       0.229666E-06
      93       146          -0.180619E+04               0.119500E-02                  -0.180805E+04                       0.250627E-06
      93       147          -0.181126E+04               0.170400E-01                  -0.181370E+04                       0.273686E-06
      93       148          -0.181738E+04               0.706130E-01                  -0.181960E+04                       0.296912E-06
      93       149          -0.182230E+04               0.199892E+00                  -0.182501E+04                       0.321811E-06
      93       150          -0.182779E+04               0.100000E-05                  -0.183067E+04                       0.346788E-06
      93       151          -0.183263E+04               0.244000E+00                  -0.183585E+04                       0.373166E-06
      93       152          -0.183794E+04               0.245000E+00                  -0.184127E+04                       0.399580E-06
      94       133          -0.172099E+04               0.100000E-05                  -0.172273E+04                       0.187446E-06
      94       134          -0.172983E+04               0.291840E-01                  -0.173071E+04                       0.175637E-06
      94       135          -0.173659E+04               0.510670E-01                  -0.173818E+04                       0.161847E-06
      94       136          -0.174512E+04               0.147200E-01                  -0.174587E+04                       0.153297E-06
      94       137          -0.175182E+04               0.226380E-01                  -0.175305E+04                       0.143231E-06
      94       138          -0.175984E+04               0.176320E-01                  -0.176047E+04                       0.140080E-06
      94       139          -0.176622E+04               0.503280E-01                  -0.176737E+04                       0.136120E-06
      94       140          -0.177399E+04               0.678600E-02                  -0.177451E+04                       0.140204E-06
      94       141          -0.178023E+04               0.204450E-01                  -0.178114E+04                       0.143825E-06
      94       142          -0.178758E+04               0.188800E-02                  -0.178802E+04                       0.155124E-06
      94       143          -0.179346E+04               0.165900E-02                  -0.179439E+04                       0.165690E-06
      94       144          -0.180046E+04               0.119000E-02                  -0.180100E+04                       0.182529E-06
      94       145          -0.180611E+04               0.119500E-02                  -0.180711E+04                       0.198279E-06
      94       146          -0.181264E+04               0.120000E-02                  -0.181346E+04                       0.218876E-06
      94       147          -0.181789E+04               0.120500E-02                  -0.181933E+04                       0.238254E-06
      94       148          -0.182419E+04               0.121000E-02                  -0.182543E+04                       0.261409E-06
      94       149          -0.182923E+04               0.243000E-02                  -0.183106E+04                       0.283393E-06
      94       150          -0.183525E+04               0.244000E-02                  -0.183692E+04                       0.308404E-06
      94       151          -0.183995E+04               0.137200E-01                  -0.184230E+04                       0.332373E-06
      94       152          -0.184580E+04               0.150060E-01                  -0.184793E+04                       0.358837E-06
      94       153          -0.185021E+04               0.247000E+00                  -0.185308E+04                       0.384409E-06
      95       134          -0.173103E+04               0.872490E-01                  -0.173269E+04                       0.197054E-06
      95       135          -0.173843E+04               0.230000E+00                  -0.174038E+04                       0.183743E-06
      95       136          -0.174692E+04               0.231000E+00                  -0.174830E+04                       0.169857E-06
      95       137          -0.175402E+04               0.232000E+00                  -0.175570E+04                       0.159059E-06
      95       138          -0.176228E+04               0.100000E-05                  -0.176334E+04                       0.148537E-06
      95       139          -0.176915E+04               0.234000E+00                  -0.177046E+04                       0.142269E-06
      95       140          -0.177698E+04               0.521700E-01                  -0.177782E+04                       0.137427E-06
      95       141          -0.178357E+04               0.100000E-05                  -0.178467E+04                       0.137890E-06
      95       142          -0.179113E+04               0.100000E-05                  -0.179175E+04                       0.140568E-06
      95       143          -0.179740E+04               0.506940E-01                  -0.179834E+04                       0.148551E-06
      95       144          -0.180450E+04               0.191200E-02                  -0.180516E+04                       0.158556E-06
      95       145          -0.181045E+04               0.139200E-01                  -0.181149E+04                       0.172818E-06
      95       146          -0.181710E+04               0.120500E-02                  -0.181805E+04                       0.188414E-06
      95       147          -0.182264E+04               0.121000E-02                  -0.182413E+04                       0.207097E-06
      95       148          -0.182900E+04               0.145800E-02                  -0.183044E+04                       0.226549E-06
      95       149          -0.183437E+04               0.146400E-02                  -0.183627E+04                       0.248249E-06
      95       150          -0.184042E+04               0.196000E-02                  -0.184234E+04                       0.270391E-06
      95       151          -0.184540E+04               0.100000E-05                  -0.184793E+04                       0.294251E-06
      95       152          -0.185142E+04               0.100000E-05                  -0.185376E+04                       0.318382E-06
      95       153          -0.185595E+04               0.248000E+00                  -0.185912E+04                       0.343902E-06
      95       154          -0.186144E+04               0.249000E+00                  -0.186471E+04                       0.369606E-06
      96       135          -0.174135E+04               0.231000E+00                  -0.174250E+04                       0.207472E-06
      96       136          -0.175028E+04               0.232000E+00                  -0.175064E+04                       0.194268E-06
      96       137          -0.175737E+04               0.715310E-01                  -0.175827E+04                       0.178963E-06
      96       138          -0.176601E+04               0.173160E-01                  -0.176612E+04                       0.168085E-06
      96       139          -0.177269E+04               0.235000E+00                  -0.177346E+04                       0.155355E-06
      96       140          -0.178102E+04               0.184080E-01                  -0.178104E+04                       0.148619E-06
      96       141          -0.178770E+04               0.708630E-01                  -0.178810E+04                       0.140628E-06
      96       142          -0.179557E+04               0.121380E-01                  -0.179540E+04                       0.140229E-06
      96       143          -0.180194E+04               0.540140E-01                  -0.180220E+04                       0.139208E-06
      96       144          -0.180943E+04               0.192000E-02                  -0.180924E+04                       0.146357E-06
      96       145          -0.181553E+04               0.168700E-02                  -0.181578E+04                       0.152939E-06
      96       146          -0.182250E+04               0.121000E-02                  -0.182255E+04                       0.166765E-06
      96       147          -0.182819E+04               0.145800E-02                  -0.182883E+04                       0.179643E-06
      96       148          -0.183499E+04               0.122000E-02                  -0.183536E+04                       0.198252E-06
      96       149          -0.184051E+04               0.122500E-02                  -0.184139E+04                       0.215636E-06
      96       150          -0.184697E+04               0.147600E-02                  -0.184767E+04                       0.237449E-06
      96       151          -0.185213E+04               0.370500E-02                  -0.185346E+04                       0.257991E-06
      96       152          -0.185834E+04               0.248000E-02                  -0.185949E+04                       0.282025E-06
      96       153          -0.186305E+04               0.249000E-02                  -0.186505E+04                       0.304878E-06
      96       154          -0.186888E+04               0.102500E-01                  -0.187085E+04                       0.330567E-06
      96       155          -0.187330E+04               0.225900E-01                  -0.187617E+04                       0.355217E-06
      96       156          -0.187907E+04               0.252000E+00                  -0.188174E+04                       0.382233E-06
      97       136          -0.175105E+04               0.233000E+00                  -0.175216E+04                       0.218635E-06
      97       137          -0.175857E+04               0.234000E+00                  -0.176001E+04                       0.204164E-06
      97       138          -0.176726E+04               0.470000E+00                  -0.176808E+04                       0.189062E-06
      97       139          -0.177455E+04               0.472000E+00                  -0.177564E+04                       0.176294E-06
      97       140          -0.178302E+04               0.237000E+00                  -0.178343E+04                       0.163554E-06
      97       141          -0.179007E+04               0.238000E+00                  -0.179072E+04                       0.154075E-06
      97       142          -0.179808E+04               0.239000E+00                  -0.179823E+04                       0.145655E-06
      97       143          -0.180464E+04               0.240000E+00                  -0.180525E+04                       0.141667E-06
      97       144          -0.181241E+04               0.241000E+00                  -0.181249E+04                       0.139854E-06
      97       145          -0.181872E+04               0.242000E+00                  -0.181924E+04                       0.143170E-06
      97       146          -0.182588E+04               0.461700E-02                  -0.182623E+04                       0.149054E-06
      97       147          -0.183192E+04               0.143960E-01                  -0.183272E+04                       0.159587E-06
      97       148          -0.183890E+04               0.171500E-02                  -0.183945E+04                       0.172166E-06
      97       149          -0.184481E+04               0.600240E-01                  -0.184570E+04                       0.188251E-06
      97       150          -0.185136E+04               0.518700E-02                  -0.185218E+04                       0.205662E-06
      97       151          -0.185689E+04               0.100000E-05                  -0.185818E+04                       0.225569E-06
      97       152          -0.186315E+04               0.124500E-02                  -0.186441E+04                       0.246296E-06
      97       153          -0.186812E+04               0.375000E-02                  -0.187017E+04                       0.268849E-06
      97       154          -0.187391E+04               0.107930E-01                  -0.187617E+04                       0.291932E-06
      97       155          -0.187879E+04               0.252000E+00                  -0.188170E+04                       0.316428E-06
      97       156          -0.188423E+04               0.253000E+00                  -0.188747E+04                       0.341295E-06
      97       157          -0.188888E+04               0.254000E+00                  -0.189277E+04                       0.367320E-06
      98       139          -0.177739E+04               0.872160E-01                  -0.177774E+04                       0.200058E-06
      98       140          -0.178624E+04               0.238000E+00                  -0.178575E+04                       0.187528E-06
      98       141          -0.179327E+04               0.239000E+00                  -0.179325E+04                       0.172994E-06
      98       142          -0.180156E+04               0.187200E-01                  -0.180098E+04                       0.163499E-06
      98       143          -0.180829E+04               0.241000E+00                  -0.180820E+04                       0.152387E-06
      98       144          -0.181630E+04               0.128260E-01                  -0.181566E+04                       0.147940E-06
      98       145          -0.182282E+04               0.100000E-05                  -0.182262E+04                       0.142534E-06
      98       146          -0.183035E+04               0.268400E-02                  -0.182982E+04                       0.145076E-06
      98       147          -0.183652E+04               0.245000E-02                  -0.183652E+04                       0.147088E-06
      98       148          -0.184388E+04               0.147600E-02                  -0.184346E+04                       0.156997E-06
      98       149          -0.184994E+04               0.153140E-01                  -0.184991E+04                       0.166194E-06
      98       150          -0.185688E+04               0.520800E-02                  -0.185659E+04                       0.182040E-06
      98       151          -0.186247E+04               0.124500E-02                  -0.186279E+04                       0.196794E-06
      98       152          -0.186909E+04               0.150000E-02                  -0.186923E+04                       0.216750E-06
      98       153          -0.187420E+04               0.401600E-02                  -0.187520E+04                       0.235427E-06
      98       154          -0.188037E+04               0.226800E-02                  -0.188139E+04                       0.258164E-06
      98       155          -0.188517E+04               0.430100E-02                  -0.188712E+04                       0.279631E-06
      98       156          -0.189120E+04               0.114300E-01                  -0.189309E+04                       0.304346E-06
      98       157          -0.189579E+04               0.255000E+00                  -0.189859E+04                       0.327901E-06
      98       158          -0.190169E+04               0.256000E+00                  -0.190432E+04                       0.354128E-06
      99       140          -0.178704E+04               0.239000E+00                  -0.178726E+04                       0.211864E-06
      99       141          -0.179452E+04               0.480000E+00                  -0.179497E+04                       0.197765E-06
      99       142          -0.180296E+04               0.241000E+00                  -0.180291E+04                       0.183541E-06
      99       143          -0.180996E+04               0.242000E+00                  -0.181035E+04                       0.171756E-06
      99       144          -0.181817E+04               0.243000E+00                  -0.181802E+04                       0.160671E-06
      99       145          -0.182493E+04               0.244000E+00                  -0.182520E+04                       0.153025E-06
      99       146          -0.183266E+04               0.245000E+00                  -0.183260E+04                       0.147198E-06
      99       147          -0.183916E+04               0.246000E+00                  -0.183951E+04                       0.145830E-06
      99       148          -0.184666E+04               0.195130E-01                  -0.184665E+04                       0.147170E-06
      99       149          -0.185312E+04               0.100000E-05                  -0.185331E+04                       0.153210E-06
      99       150          -0.186010E+04               0.100000E-05                  -0.186020E+04                       0.161934E-06
      99       151          -0.186633E+04               0.100000E-05                  -0.186661E+04                       0.174576E-06
      99       152          -0.187301E+04               0.602400E-02                  -0.187325E+04                       0.189218E-06
      99       153          -0.187830E+04               0.501480E-01                  -0.187942E+04                       0.206710E-06
      99       154          -0.188466E+04               0.126500E-02                  -0.188582E+04                       0.225523E-06
      99       155          -0.188975E+04               0.406400E-02                  -0.189175E+04                       0.246362E-06
      99       156          -0.189572E+04               0.107100E-01                  -0.189791E+04                       0.268075E-06
      99       157          -0.190064E+04               0.100000E-05                  -0.190361E+04                       0.291286E-06
      99       158          -0.190653E+04               0.514000E+00                  -0.190954E+04                       0.315109E-06
      99       159          -0.191137E+04               0.516000E+00                  -0.191501E+04                       0.340107E-06
     100       141          -0.179691E+04               0.241000E+00                  -0.179662E+04                       0.224405E-06
     100       142          -0.180558E+04               0.484000E+00                  -0.180477E+04                       0.210745E-06
     100       143          -0.181280E+04               0.243000E+00                  -0.181242E+04                       0.195073E-06
     100       144          -0.182124E+04               0.244000E+00                  -0.182030E+04                       0.183612E-06
     100       145          -0.182822E+04               0.245000E+00                  -0.182769E+04                       0.170340E-06
     100       146          -0.183617E+04               0.152520E-01                  -0.183530E+04                       0.162686E-06
     100       147          -0.184266E+04               0.100000E-05                  -0.184242E+04                       0.153726E-06
     100       148          -0.185061E+04               0.843200E-02                  -0.184977E+04                       0.151892E-06
     100       149          -0.185706E+04               0.622500E-02                  -0.185663E+04                       0.149354E-06
     100       150          -0.186457E+04               0.800000E-02                  -0.186372E+04                       0.154726E-06
     100       151          -0.187076E+04               0.153110E-01                  -0.187034E+04                       0.159570E-06
     100       152          -0.187797E+04               0.554400E-02                  -0.187718E+04                       0.171767E-06
     100       153          -0.188352E+04               0.303600E-02                  -0.188355E+04                       0.183129E-06
     100       154          -0.189003E+04               0.254000E-02                  -0.189014E+04                       0.200512E-06
     100       155          -0.189520E+04               0.433500E-02                  -0.189627E+04                       0.216742E-06
     100       156          -0.190159E+04               0.563200E-02                  -0.190263E+04                       0.237697E-06
     100       157          -0.190656E+04               0.436900E-02                  -0.190853E+04                       0.257382E-06
     100       158          -0.191290E+04               0.258000E+00                  -0.191466E+04                       0.280809E-06
     100       159          -0.191747E+04               0.259000E+00                  -0.192032E+04                       0.303006E-06
     100       160          -0.192357E+04               0.520000E+00                  -0.192622E+04                       0.328240E-06
     101       144          -0.182232E+04               0.245000E+00                  -0.182179E+04                       0.207482E-06
     101       145          -0.182951E+04               0.246000E+00                  -0.182938E+04                       0.194139E-06
     101       146          -0.183769E+04               0.247000E+00                  -0.183720E+04                       0.181233E-06
     101       147          -0.184464E+04               0.248000E+00                  -0.184453E+04                       0.170901E-06
     101       148          -0.185258E+04               0.249000E+00                  -0.185208E+04                       0.161954E-06
     101       149          -0.185928E+04               0.250000E+00                  -0.185915E+04                       0.156558E-06
     101       150          -0.186694E+04               0.188250E-01                  -0.186645E+04                       0.153608E-06
     101       151          -0.187340E+04               0.252000E+00                  -0.187327E+04                       0.154933E-06
     101       152          -0.188084E+04               0.100000E-05                  -0.188031E+04                       0.159238E-06
     101       153          -0.188675E+04               0.100000E-05                  -0.188688E+04                       0.167656E-06
     101       154          -0.189335E+04               0.663000E-02                  -0.189368E+04                       0.178718E-06
     101       155          -0.189880E+04               0.100000E-05                  -0.190001E+04                       0.193019E-06
     101       156          -0.190535E+04               0.154200E-02                  -0.190657E+04                       0.209252E-06
     101       157          -0.191072E+04               0.438600E-02                  -0.191266E+04                       0.227803E-06
     101       158          -0.191692E+04               0.259000E+00                  -0.191898E+04                       0.247682E-06
     101       159          -0.192199E+04               0.260000E+00                  -0.192485E+04                       0.269220E-06
     101       160          -0.192808E+04               0.522000E+00                  -0.193094E+04                       0.291689E-06
     101       161          -0.193311E+04               0.524000E+00                  -0.193658E+04                       0.315400E-06
     102       146          -0.184015E+04               0.248000E+00                  -0.183902E+04                       0.207861E-06
     102       147          -0.184708E+04               0.249000E+00                  -0.184656E+04                       0.193200E-06
     102       148          -0.185550E+04               0.250000E+00                  -0.185432E+04                       0.183214E-06
     102       149          -0.186217E+04               0.100000E-05                  -0.186159E+04                       0.171699E-06
     102       150          -0.187030E+04               0.932400E-02                  -0.186909E+04                       0.166253E-06
     102       151          -0.187689E+04               0.683100E-02                  -0.187611E+04                       0.159827E-06
     102       152          -0.188459E+04               0.965200E-02                  -0.188336E+04                       0.160684E-06
     102       153          -0.189058E+04               0.147900E-01                  -0.189013E+04                       0.161005E-06
     102       154          -0.189764E+04               0.768000E-02                  -0.189713E+04                       0.168867E-06
     102       155          -0.190328E+04               0.668200E-02                  -0.190366E+04                       0.176157E-06
     102       156          -0.191001E+04               0.100000E-05                  -0.191041E+04                       0.190143E-06
     102       157          -0.191559E+04               0.647500E-02                  -0.191670E+04                       0.203229E-06
     102       158          -0.192222E+04               0.260000E+00                  -0.192322E+04                       0.221748E-06
     102       159          -0.192727E+04               0.261000E+00                  -0.192928E+04                       0.239119E-06
     102       160          -0.193387E+04               0.262000E+00                  -0.193556E+04                       0.260802E-06
     102       161          -0.193889E+04               0.526000E+00                  -0.194140E+04                       0.281268E-06
     102       162          -0.194495E+04               0.528000E+00                  -0.194746E+04                       0.305203E-06
     103       148          -0.185663E+04               0.251000E+00                  -0.185577E+04                       0.206113E-06
     103       149          -0.186352E+04               0.252000E+00                  -0.186325E+04                       0.193937E-06
     103       150          -0.187193E+04               0.253000E+00                  -0.187095E+04                       0.182779E-06
     103       151          -0.187858E+04               0.254000E+00                  -0.187818E+04                       0.174318E-06
     103       152          -0.188663E+04               0.175950E-01                  -0.188562E+04                       0.167855E-06
     103       153          -0.189290E+04               0.829440E-01                  -0.189260E+04                       0.164931E-06
     103       154          -0.190000E+04               0.100000E-05                  -0.189979E+04                       0.164859E-06
     103       155          -0.190611E+04               0.100000E-05                  -0.190652E+04                       0.168699E-06
     103       156          -0.191299E+04               0.100000E-05                  -0.191347E+04                       0.175572E-06
     103       157          -0.191856E+04               0.100000E-05                  -0.191996E+04                       0.185939E-06
     103       158          -0.192542E+04               0.261000E+00                  -0.192667E+04                       0.198844E-06
     103       159          -0.193096E+04               0.262000E+00                  -0.193293E+04                       0.214411E-06
     103       160          -0.193755E+04               0.263000E+00                  -0.193941E+04                       0.231846E-06
     103       161          -0.194281E+04               0.528000E+00                  -0.194543E+04                       0.251187E-06
     103       162          -0.194911E+04               0.530000E+00                  -0.195169E+04                       0.271867E-06
     103       163          -0.195381E+04               0.532000E+00                  -0.195749E+04                       0.293925E-06
     104       149          -0.186609E+04               0.506000E+00                  -0.186483E+04                       0.219862E-06
     104       150          -0.187448E+04               0.254000E+00                  -0.187273E+04                       0.208247E-06
     104       151          -0.188136E+04               0.100000E-05                  -0.188016E+04                       0.195026E-06
     104       152          -0.188962E+04               0.179200E-01                  -0.188780E+04                       0.186868E-06
     104       153          -0.189605E+04               0.107940E-01                  -0.189498E+04                       0.177507E-06
     104       154          -0.190364E+04               0.319920E-01                  -0.190237E+04                       0.174463E-06
     104       155          -0.190959E+04               0.100000E-05                  -0.190930E+04                       0.170717E-06
     104       156          -0.191697E+04               0.260000E+00                  -0.191645E+04                       0.174102E-06
     104       157          -0.192288E+04               0.503730E-01                  -0.192313E+04                       0.177035E-06
     104       158          -0.192989E+04               0.262000E+00                  -0.193004E+04                       0.186947E-06
     104       159          -0.193568E+04               0.263000E+00                  -0.193649E+04                       0.196248E-06
     104       160          -0.194225E+04               0.264000E+00                  -0.194316E+04                       0.211589E-06
     104       161          -0.194776E+04               0.265000E+00                  -0.194938E+04                       0.226020E-06
     104       162          -0.195458E+04               0.532000E+00                  -0.195582E+04                       0.245366E-06
     104       163          -0.195926E+04               0.534000E+00                  -0.196181E+04                       0.263615E-06
     104       164          -0.196526E+04               0.536000E+00                  -0.196803E+04                       0.285823E-06
     105       150          -0.187547E+04               0.255000E+00                  -0.187373E+04                       0.234354E-06
     105       151          -0.188257E+04               0.256000E+00                  -0.188136E+04                       0.220947E-06
     105       152          -0.189096E+04               0.257000E+00                  -0.188921E+04                       0.208293E-06
     105       153          -0.189729E+04               0.258000E+00                  -0.189659E+04                       0.197661E-06
     105       154          -0.190526E+04               0.530950E-01                  -0.190418E+04                       0.188594E-06
     105       155          -0.191174E+04               0.100000E-05                  -0.191131E+04                       0.182287E-06
     105       156          -0.191910E+04               0.100000E-05                  -0.191865E+04                       0.178442E-06
     105       157          -0.192515E+04               0.262000E+00                  -0.192553E+04                       0.177978E-06
     105       158          -0.193250E+04               0.263000E+00                  -0.193264E+04                       0.180550E-06
     105       159          -0.193827E+04               0.264000E+00                  -0.193928E+04                       0.186576E-06
     105       160          -0.194508E+04               0.265000E+00                  -0.194615E+04                       0.195556E-06
     105       161          -0.195110E+04               0.266000E+00                  -0.195256E+04                       0.207465E-06
     105       162          -0.195763E+04               0.534000E+00                  -0.195919E+04                       0.221788E-06
     105       163          -0.196283E+04               0.536000E+00                  -0.196537E+04                       0.238312E-06
     105       164          -0.196881E+04               0.538000E+00                  -0.197178E+04                       0.256651E-06
     105       165          -0.197370E+04               0.540000E+00                  -0.197774E+04                       0.276579E-06
     106       152          -0.189313E+04               0.516000E+00                  -0.189054E+04                       0.236775E-06
     106       153          -0.189995E+04               0.100000E-05                  -0.189812E+04                       0.222454E-06
     106       154          -0.190796E+04               0.205400E-01                  -0.190591E+04                       0.212355E-06
     106       155          -0.191457E+04               0.185310E-01                  -0.191323E+04                       0.200937E-06
     106       156          -0.192228E+04               0.353700E-01                  -0.192077E+04                       0.194846E-06
     106       157          -0.192852E+04               0.100000E-05                  -0.192785E+04                       0.187862E-06
     106       158          -0.193613E+04               0.264000E+00                  -0.193515E+04                       0.187209E-06
     106       159          -0.194214E+04               0.100000E-05                  -0.194199E+04                       0.186055E-06
     106       160          -0.194921E+04               0.266000E+00                  -0.194904E+04                       0.191654E-06
     106       161          -0.195520E+04               0.267000E+00                  -0.195565E+04                       0.196836E-06
     106       162          -0.196226E+04               0.536000E+00                  -0.196247E+04                       0.208371E-06
     106       163          -0.196744E+04               0.269000E+00                  -0.196884E+04                       0.219282E-06
     106       164          -0.197367E+04               0.540000E+00                  -0.197544E+04                       0.235634E-06
     106       165          -0.197855E+04               0.542000E+00                  -0.198159E+04                       0.251110E-06
     106       166          -0.198477E+04               0.816000E+00                  -0.198796E+04                       0.271055E-06
     106       167          -0.198934E+04               0.546000E+00                  -0.199389E+04                       0.289981E-06
     107       153          -0.190025E+04               0.260000E+00                  -0.189888E+04                       0.251057E-06
     107       154          -0.190860E+04               0.261000E+00                  -0.190687E+04                       0.237406E-06
     107       155          -0.191540E+04               0.262000E+00                  -0.191439E+04                       0.225283E-06
     107       156          -0.192350E+04               0.263000E+00                  -0.192213E+04                       0.214379E-06
     107       157          -0.193003E+04               0.264000E+00                  -0.192941E+04                       0.205579E-06
     107       158          -0.193761E+04               0.265000E+00                  -0.193690E+04                       0.198794E-06
     107       159          -0.194412E+04               0.266000E+00                  -0.194393E+04                       0.194744E-06
     107       160          -0.195144E+04               0.267000E+00                  -0.195118E+04                       0.193436E-06
     107       161          -0.195741E+04               0.268000E+00                  -0.195798E+04                       0.195243E-06
     107       162          -0.196499E+04               0.269000E+00                  -0.196499E+04                       0.200100E-06
     107       163          -0.197014E+04               0.270000E+00                  -0.197155E+04                       0.207943E-06
     107       164          -0.197662E+04               0.542000E+00                  -0.197834E+04                       0.218602E-06
     107       165          -0.198175E+04               0.544000E+00                  -0.198468E+04                       0.231715E-06
     107       166          -0.198794E+04               0.819000E+00                  -0.199124E+04                       0.247122E-06
     107       167          -0.199304E+04               0.548000E+00                  -0.199735E+04                       0.264370E-06
     107       168          -0.199894E+04               0.550000E+00                  -0.200369E+04                       0.283387E-06
     108       155          -0.191742E+04               0.100000E-05                  -0.191548E+04                       0.253061E-06
     108       156          -0.192561E+04               0.287760E-01                  -0.192342E+04                       0.241590E-06
     108       157          -0.193234E+04               0.238500E-01                  -0.193088E+04                       0.228781E-06
     108       158          -0.194018E+04               0.385700E-01                  -0.193857E+04                       0.220433E-06
     108       159          -0.194660E+04               0.100000E-05                  -0.194579E+04                       0.211063E-06
     108       160          -0.195470E+04               0.268000E+00                  -0.195324E+04                       0.207120E-06
     108       161          -0.196092E+04               0.100000E-05                  -0.196022E+04                       0.202545E-06
     108       162          -0.196849E+04               0.270000E+00                  -0.196743E+04                       0.204112E-06
     108       163          -0.197388E+04               0.271000E+00                  -0.197418E+04                       0.205304E-06
     108       164          -0.198063E+04               0.544000E+00                  -0.198115E+04                       0.212756E-06
     108       165          -0.198600E+04               0.273000E+00                  -0.198768E+04                       0.219808E-06
     108       166          -0.199246E+04               0.548000E+00                  -0.199442E+04                       0.232606E-06
     108       167          -0.199726E+04               0.550000E+00                  -0.200073E+04                       0.244796E-06
     108       168          -0.200370E+04               0.828000E+00                  -0.200725E+04                       0.261902E-06
     108       169          -0.200847E+04               0.554000E+00                  -0.201333E+04                       0.278193E-06
